Location,Description
"Cork, County Cork, Ireland","Intro. . We're looking for a Senior Business Analyst with a hands-on-scale-up mentality and a desire to join a world class team of Talent Intelligence Business Analysts.. . If you are passionate about people, excited by the power of data, understand the value of building relationships, are innovative by nature and care about delivering value for your customers this role could be the one for you.. . This role is a great opportunity for anyone with commercial, project management, data analytics and data visualisation skills who wants to bring their career to the next level.. . You will get to work with one of the most interesting and always growing datasets in the talent industry and have the opportunity to own and contribute to strategic projects that will enable sustainable growth for vsource.. . Reporting to the Talent Intelligence Team Lead, you will play a key role in shaping and delivering solutions of value for our clients. You will be responsible for developing and delivering product/solution proposals that meet or exceed our clients requirements.. . You are highly strategic, data driven, detail oriented, technically competent, and able to effectively influence both within the organisation and with our external customers. Operating with the highest integrity, you are action-oriented, customer focused, growth enabling and innovative in your approach to delivering business and customer value.. . Key Responsibilities. . Develop a strong understanding of the Talent market, business targets and strategies to ensure growth and customer satisfaction;. Analyse KPIs and metrics to identify trends and data-driven insights, provide recommendations for process performance improvement, deliver cost savings;. Engage with internal and external stakeholders to drive action to achieve business growth goals, process improvement, and commercial strategy;. Work with clients to help them to utilize data to drive more effective decision making;. Develop product/solution proposals for our new and existing clients;. Project manage both internal and customer projects;. Utilize data visualization tools;. Present results, findings & solutions to business leaders;. Ensure clean data is collected adhering to data security and privacy requirements and standards;. Utilise statistical analysis and modelling tools and applying predictive modelling techniques;. Collaborate closely with our Professional Services, Delivery, Sales, Product, and Marketing teams ensuring overall alignment with customer expectations;. Automate monotonous reporting. Serve as a positive, dynamic member of the team that displays the best work ethic, creative problem solving skills, positive attitude, and proactive approach, while sharing and coaching on best practice.. . . What You Need For This Job. . 4+ years in business or data analyst roles;. Experience in Data Analytics in Industry or Consultancy;. Proven ability in helping businesses to reach their potential in terms of their analytics strategy;. Ability to communicate and influence Stakeholders at all levels within an organization and explain complex technical situations in an easy to understand way;. Experience creating tailored proposals that address a client's needs;. Experience using tools such Python, R, SQL, Tableau, Power BI;. Willingness to 'roll up one's sleeves' and assist wherever needed;. Proven ability to build and maintain strong customer relationships;. Excellent organisation, project management, and communication skills; you're detail oriented and have the ability to set priorities and be flexible in a changing environment;. Commitment to results: demonstrating high performance, challenging self and others to consistently deliver results for customers and vsource;. Bachelor' Degree in a Business or Technical Field.. . . Job originally posted on GrabJobs. If you need to report this job please contact GrabJobs. Show more"
"Louth, County Louth, Ireland","– Bachelor's degree or higher in a quantitative/technical field (e.g. Computer Science, Statistics, Engineering). – Past experience in one of the following areas: Data engineering, business intelligence or business analytics. – Hands-on experience in writing complex, highly-optimized SQL queries across large datasets. – Past experience in scripting languages like Python, Bash etc. – Past experience in data modeling, ETL development, and Data warehousing Experience with Oracle, Redshift etc.. – Sharp analytical abilities, proven design skills, excellent communication skills. . . Experience using Tableau, PowerBI or other reporting tools such as QS. The goal of Amazon Logistics is to build a world class last mile operation. Amazon aims to exceed the expectations of our customers by ensuring that their orders are delivered as quickly, accurately, and in the most cost effective way as possible. This role is based out of our Luxembourg corporate office and is for an passionate, dynamic, analytical, innovative, hands-on, and customer-obsessed analyst.. . The ideal candidate will have experience working with large datasets and distributed computing technologies. The candidate relishes working with large volumes of data, enjoys the challenge of highly complex technical contexts, and, above all else, is passionate about data and analytics. He/she is an expert with data modeling, ETL design and business intelligence tools, has hand-on knowledge on columnar databases such as Redshift and other related AWS technologies. He/she passionately partners with the customers to identify strategic opportunities in the field of data engineering. He/she is a self-starter, comfortable with ambiguity, able to think big (while paying careful attention to detail) and enjoys working in a fast-paced team that continuously learns and evolves on a day to day basis.. . – Past experience as a Business/Financial Analyst or Systems Analyst in a company with large, complex data sources. – Experience with AWS services including S3, Redshift. . . Past experience managing BI analyst. . . . Job originally posted on GrabJobs. If you need to report this job please contact GrabJobs. Show more"
"Dublin, County Dublin, Ireland","Business Analyst - Contract Dublin 10 Months. My client a leading global name is in urgent need of a talented and experienced Business Analyst to join them on a contract basis for 10 Months.. . My client is looking for you to Gathering, analysing and documenting solution requirements using business analysis techniques to capture both functional and technical requirements. You will be expected to Facilitating requirements gathering workshops of various stakeholder group sizes and leading follow-up activities. You will be Working with client partners to ensure that captured requirements are measurable, testable and have an associated business benefit. You will be Using appropriate techniques and tools to capture 'as is' processes and working with the business and IT stakeholders to define and document 'to be' processes, including proposing process improvements, where appropriate. You will be Developing functional design deliverables, which translate business requirements into intuitive, effective solutions. You will be working effectively with UX designers, data analysts, developers and test teams to ensure requirements are interpreted correctly.. . Successful candidates will have Minimum of 4+ years of commercial experience as a business analyst. You will have proven delivery track record in business type initiatives such as business requirements definition, functional design activities and continuous process improvement. Hands-on experience with various delivery methodologies including waterfall and agile. You will have Previous experience in the Financial Services sector including banking is preferred. This role will be remote however to avail of this you must be based in Ireland. If this sounds of interest drop me a CV so that we can speak in more detail.. . Spring Technology acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer.. . By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explaining how we will use your information is available on our website.. Show more"
"Dublin, County Dublin, Ireland","Business Analyst - Contract Dublin 10 Months. My client a leading global name is in urgent need of a talented and experienced Business Analyst to join them on a contract basis for 10 Months.. . My client is looking for you to Gathering, analysing and documenting solution requirements using business analysis techniques to capture both functional and technical requirements. You will be expected to Facilitating requirements gathering workshops of various stakeholder group sizes and leading follow-up activities. You will be Working with client partners to ensure that captured requirements are measurable, testable and have an associated business benefit. You will be Using appropriate techniques and tools to capture 'as is' processes and working with the business and IT stakeholders to define and document 'to be' processes, including proposing process improvements, where appropriate. You will be Developing functional design deliverables, which translate business requirements into intuitive, effective solutions. You will be working effectively with UX designers, data analysts, developers and test teams to ensure requirements are interpreted correctly.. . Successful candidates will have Minimum of 4+ years of commercial experience as a business analyst. You will have proven delivery track record in business type initiatives such as business requirements definition, functional design activities and continuous process improvement. Hands-on experience with various delivery methodologies including waterfall and agile. You will have Previous experience in the Financial Services sector including banking is preferred. This role will be remote however to avail of this you must be based in Ireland. If this sounds of interest drop me a CV so that we can speak in more detail.. . Spring Technology acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer.. . By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explaining how we will use your information is available on our website.. Show more"
"Galway, County Galway, Ireland","At TE, you will unleash your potential working with people from diverse backgrounds and industries to create a safer, sustainable and more connected world.. . Job Overview. . The data and analytics team are responsible for the governance of data across the medical business unit within TE Connectivity. The Business Intelligence Analyst will report directly to the Data & Analytic Manager, and responsibilities will include mapping data to across all systems, governance and monitoring of data as well as analyzing, reporting and visualizing data. The key focus is to drive standardizations in both master data and transactional data as well as establishing a standard set of data sources to be used in reporting.. . TE Connectivity’s IT Business Analysis Teams analyze complex business problems to be solved with automated systems. They provide technical expertise in identifying, evaluating and developing systems and procedures that are cost effective and meet user requirements. They also configure system settings and options; plan and execute unit, integration and acceptance testing, create specifications for systems to meet business requirements and design details of automated systems. At times, TE’s IT Business Analysis Teams may provide consultation to users in the area of automated systems and lead cross-functional linked teams to address business or systems issues.. . Job Responsibilities. . Track and trace the Data Flow across all systems in Medical and document same within your area of responsibility.. . Understand all data feeds involved and the timings. Understand the source triggers background jobs and processes. Identify points of failure within in each data flow and develop reports and dashboards to monitor the data flow and identify issues in a timely manner.. Monitor the data, report failures and make recommendations to the data owners. Investigate data issues reported by the data owners and stewards. Develop a set of Data Flow documents to be completed for each project in the pipeline. Review the data flow documents for all projects to determine the impact to data. Attend the change management meetings and review each change to determine the data flow impact. Ensure all documentation relating to Data Flow are kept current. Work with the Data & Analytics Manager to set policies around data management. Understand data, reports and the structure of the universes within the TE data warehouse. Manage the monthly data owner meetings for your area. Maintain relationship with vendors and 3rd party developers as required. Analyze data across multiple systems. Work with the Global Data Governance team on initiatives as they relate to the business unit metrics. Establish a standard set of reports to be used by Medical BU for your area of responsibility. . . . Qualifications. . What your background should look like:. . 5 years of experience developing reports and visualizations using Business Object and or Power BI is essential. Level 8 degree in a relevant discipline. . . . Key Requirements. . Experience with data extraction, writing reports and linking data sources is essential. Experience with systems such as IBP, SalesForce. Experience with SAP or Epicor ERP is an advantage. Experience with the TE Data Warehouse is an advantage. Business knowledge on Sales or Purchasing is an advantage. Expertise with setting up data lakes is a distinct advantage. Excellent organization and communication skills. Possess the ability to work independently with autonomy. Strong systems knowledge. Enthusiasm, drive, and an investment in the pursuit of positively influencing the business. . . #IJ. . Competencies. . Values: Integrity, Accountability,Teamwork, Innovation. . About TE Connectivity. . TE Connectivity is a global industrial technology leader creating a safer, sustainable, productive and connected future. Our broad range of connectivity and sensor solutions, proven in the harshest environments, enable advancements in transportation, industrial applications, medical technology, energy, data communications and the home. With approximately 80,000 employees, including more than 7,500 engineers, working alongside customers in approximately 140 countries, TE ensures that EVERY CONNECTION COUNTS. Learn more at www.te.com and on LinkedIn, Facebook, WeChat and Twitter.. . What TE Connectivity Offers. . We offer competitive total rewards compensation. Our commitment to our associates includes offering benefit programs that are comprehensive, competitive and will meet the needs of our associates.. . Generous 401(k) Plan. Tuition Reimbursement. Benefits start on day one. Charity Donation Matching Program. Competitive Paid Time Off. Employee Resource Groups. Employee Stock Purchase Program. Healthcare for Associates and Families. Health and Wellness Incentives. Life Insurance and Disability Protection. . . Throughout our Global reach and various Business Units, we take a balanced approach to the benefits we provide. Many benefits are company-paid, while others are available through associate contribution. Specific benefit offerings can vary by location.. Show more"
"Cork, County Cork, Ireland","At Lilly, we unite caring with discovery to make life better for people around the world. We are a global healthcare leader headquartered in Indianapolis, Indiana. Our 39,000 employees around the world work to discover and bring life-changing medicines to those who need them, improve the understanding and management of disease, and give back to our communities through philanthropy and volunteerism. We give our best effort to our work, and we put people first. We’re looking for people who are determined to make life better for people around the world.. . At Lilly, we make a difference for people the world over by discovering, developing and delivering medicines that help people live longer, healthier and more active lives. Central to all that we do are our talented and motivated professionals, circa 500 of whom are based at our Global Business Solutions centre in Little Island, Cork. There we boast vibrant workforce made up of over 35 nationalities, speaking over 27 languages.. . Established in 2010 to gain efficiencies in areas such as General Accounting, Purchase to Pay and Order to Cash, the GBS Cork quickly excelled in its financial mandate, allowing the Cork leadership to ask, how can we apply these processes to other areas of the business? And so the GBS we have today was born, still leading in finance, but also evolving and expanding into diverse Business Service functions including Customer Meeting Services, Global HR Data Management, Medical Information, TLAC, and more to come on stream across 2020... . This, along with the current physical expansion of the Little Island campus, means there has never been a more exciting time to be part of the GBS story! Mirroring the existing Island House building, the new Island Hall facility will extend our overall capacity to in excess of 1000 employees where Lilly will continue to offer a premium workspace across both buildings, complete with healthcare, pension and life assurance benefits, subsidised canteen, wellbeing facilities, travel subsidies, car-pooling incentives, bike to work scheme, on-site parking and much more.. . At the GBS, it’s not just about what we do today, but how we can continuously improve and innovate for present and future operations. We view the development of our highly skilled workforce in much the same way and want to grow your role into an empowering and fulfilling career here at Lilly. Therefore, with the sole purpose of employee progression, weekly Manager 1:1s, a dedicated Learning & Development service and Educational Assistance schemes all await you.. . Above all, it’s about being part of an open, welcoming and inclusive culture, one that is further enhanced by the dedication of our committees - Culture Club, Diversity & Inclusion, Sports & Social, Corporate Social Responsibility, Health Safety & Environment and Food.. . Within GBS, the Global Transparency (GT) Team is responsible for collecting and reporting global payments and other non cash transfers of value (e.g., business meals, airline tickets, etc.) provided to Health Care Providers (HCPs) and Health Care Organizations (HCOs) by Lilly and external third parties as required to meet various legal (including US Open Payments, US state and International) and global industry trade group requirements (including Europe and Canada) .. . The GT Data Intelligence and Reporting group manage processes from data collection through report generation to ensure the timely, complete and accurate delivery of all required reporting. The primary geographic area of focus for this role will be US/ Europe. Although the focus of this role will be on US/ Europe, this individual will also serve as back-up for other geographies. The person who fills this role will lead data collection and reporting processes, drive resolution of corrections or omissions, and work with HCPs and HCOs to resolve inquiries/disputes in a manner that maximizes customer experience.. . The person who fills this role will be responsible for leading data collection and reporting processes, driving resolution of corrections or omissions, and working with physicians to resolve inquiries/disputes in a manner that maximizes customer experience and meets Lilly’s transparency obligations. As new transparency requirements emerge, this individual will partner with other Lilly teams including GBS Solutions Delivery to build and execute plans to meet those requirements by leveraging Lilly’s global systems and processes.. . Primary Responsibilities. . As a key user of Lilly’s proprietary transparency data processing and report generating software, set up and manage parameters which auto-generate all global transparency data files and reports for internal and external uses.. Interact with various governmental agencies, including US Federal and Various States, to meet Lilly’s legal reporting obligations, including data submission, participating in industry round tables, and other opportunities to influence technical and process requirements and improvements.. Establish annual timelines with milestones for activities needed to meet all external transparency obligations. Lead cross-functional resources in meeting those timelines.. Oversee the collection and loading of transparency data from a variety of sources, partnering with various global and local teams.. Ensure relevant analytics are conducted to provide confidence that the data are complete, accurate, and timely, including coordinating data reviews by subject matter experts in each geography.. Lead or provide consultation for resolution of process or data issues which impact transparency reporting.. Submit transparency data/reports to external agencies, including facilitation of internal approval and attestation processes.. Drive processes to identify and report any corrections or omissions, including root cause analysis and corrective/preventative actions.. Lead the identification and implementation of process improvements.. Lead data quality governance processes.. Work with physicians and other health care providers to resolve inquiries or disputes, ensuring a positive customer experience.. Partner with Global Transparency IT and Solution Delivery team members to understand and prepare Lilly to meet new reporting obligations including driving potential system changes and configuration of Lilly’s proprietary transparency data processing and report generated software.. Understand all relevant data, systems, policies / procedures, and reporting requirements. Build a thorough understanding of Global Transparency reporting requirements. Develop knowledge of systems and business processes to support data analysis and inquiry needs (data collection, processing & reporting).. Develop awareness of various global reporting requirements; understand possible implications to reporting environment and make recommendations for system and business changes. . . Manage efforts to process and analyze transparency data that support report delivery. . Act as GT subject matter expert, lead development of new capabilities and support other team members and business partners. Support the processing and analysis of HCP/ HCO payment data from applicable systems and processes. Manage data inquiries from internal and external customers, and manage issue resolution. Facilitate collection, management, and analysis of data from third parties, as necessary. Develop, document, communicate, and enforce data standards, as necessary. Collaborate and influence business & IT partners to accommodate new & changing reporting requirements. Develop and maintain strong relationships / communication with global cross-functional business process and data owners (business & IT). Partner with IT and business areas to understand data gaps and drive issues to closure; leverage partnerships to influence business process changes, where appropriate. Anticipate and understand impact of changes to sources systems on reporting capabilities, changes to reporting requirements on system needs, etc.. Provide ongoing consulting on data strategy (e.g., control design, operational processes, etc.), including potential impacts of expanding requirements. . . Additional Preferences. . Demonstrated leadership and ability to influence peers, management, and business partners. Understanding of IT, data management, and project management principles.. Experience working with global business partners.. High degree of comfort working with IT partners and in a technical environment. Demonstrated critical thinking; ability to think broadly and strategically.. Knowledge of transparency reporting obligations, and understanding of evolving transparency landscape.. Ability to analyze data in order to draw conclusions.. Experience using Tableau data visualization or other similar software. . . Create, Promote and Maintain Operational Excellence. . Actively work in partnership with various cross-functional stakeholders (internally & externally) to maintain effective relationships and ensuring efficient and compliant processes.. Ensure the culture of compliance is reinforced continuously within the team.. Continuously look for and or lead where possible continuous improvement initiatives including standardization and/or re-engineering of processes and controls.. Drive for results and ensure best practices are in place to achieve highest standards within daily operations.. Drive cross-functional projects where opportunity arises.. Demonstrate excellent project management abilities and strong understanding of financial systems.. Support organizational changes.. A nalyse and translate data into key strategic inputs and insights to drive decision making.. Proven ability to work on high level value-add ad hoc projects while continuing to achieve routine goals. . . Systems. . Experience in MS Office. SAP Experience. . . Qualifications. . Bachelor’s Degree. Travel Percentage – Up to 10% international travel may be required. . . Eli Lilly and Company, Lilly USA, LLC and our wholly owned subsidiaries (collectively “Lilly”) are committed to help individuals with disabilities to participate in the workforce and ensure equal opportunity to compete for jobs. If you require an accommodation to submit a resume for positions at Lilly, please email Lilly Human Resources ( Lilly_Recruiting_Compliance@lists.lilly.com ) for further assistance. Please note This email address is intended for use only to request an accommodation as part of the application process. Any other correspondence will not receive a response.. . Lilly does not discriminate on the basis of age, race, color, religion, gender, sexual orientation, gender identity, gender expression, national origin, protected veteran status, disability or any other legally protected status.. Show more"
"Dublin, County Dublin, Ireland","Ornua is a dairy co-operative which sells dairy products on behalf of its Member Co-ops; Ireland's dairy processors and, in turn, Irish dairy farmers. It is Ireland's largest exporter of Irish dairy products, exporting to 110 countries worldwide. Headquartered in Dublin, it has annualised sales of over €2.3 billion and a global team of 2,400 employees. Ornua operates from 10 business units worldwide, including 13 production facilities, and has sales and marketing teams working in-market across all four corners of the globe.. . The Group is structured across two divisions: Ornua Foods and Ornua Ingredients.. . Ornua Foods is responsible for the marketing and sales of Ornua's consumer brands including Kerrygold, Dubliner, Pilgrims Choice, Forto and BEO. Markets are served by production facilities and in-market sales and marketing teams in Africa, Asia, Germany, Ireland, the UK, the rest of Europe, the Middle East and the US.. . Ornua Ingredients is responsible for the procurement of Irish and non-Irish dairy products and for the sale of dairy ingredients to food manufacturing and foodservice customers across the world. Ornua Ingredients is also responsible for managing volatility through de-risking and trading strategies. The business is supported by production facilities in Saudi Arabia, Spain, the UK, the US and by in-market teams in Africa and the Middle East.. . Growth for Good. . Ornua is the home of Irish dairy. Our cooperative ethos is at the heart of who we are and how we do business. Our global success would not be possible without the close collaboration, care, and commitment of our 2,400 strong team. Ornua cares about building sustainable livelihoods for all our people, who in turn care about driving sustainable profits for our co-op members and the Irish dairy farming families we proudly represent.. . Ornua 2025 is our strategic plan that will help realise our vision for growth in the next five years. It outlines what we will do well, what we will do with the profits we generate, and what additional services we will provide to our members. We will be guided by 3 guiding principles; focus, simplicity and adding value to our volume and we will clearly define what market we will play in.. . Together, we will grow for good - creating value for our Irish farming families and for our 2,400 strong, committed, and proud global team.. . Role Summary. . This position reports to the Business Intelligence Manager with the Office of Information, Communications, Technology (ICT). The Business Intelligence Trainer is responsible for designing and developing learning and communication materials in a variety of media and delivery methods, including both instructor-led and e-learning to support Business Intelligence initiatives and business adoption.. . The Business Intelligence Trainer works within the BI team and engages with the wider business to identify specific BI training, communication, knowledge base needs. The Business Intelligence Trainer will work with business users to create self-service reports leveraging the existing global data models across the various business workstreams. He/she will address new reporting requests approved through change control, sourcing clear BI report & analytical specifications and related requirements. He/she will liaise with the relevant data source providers and stakeholders to source the relevant data mappings & logic needed to progress solution development.. . He/she will work with BI users to help ensure the adoption and successful usage of BI solutions across the organisation. He/she will support the design and development of front-end BI visuals and reports (Microsoft Power BI & SQL Server Reporting Services) required to fulfil business requirements and drive business adoption of shared data and reporting standards.. . Why join us?. . The Global ICT team has expanded rapidly over the last number of years and it plays a major role in enabling Ornua’s new Business Transformation Programme. Within our team, we have a range of skills and staff from graduates to 20+ years of experience. This team interacts with all areas of the Ornua business and subsidiaries at home and abroad. Growing our internal Business Intelligence Team capability is an important step in this exciting journey.. . Key Areas Of Responsibility. . Develop and maintain oversight of Ornua BI capabilities, tools and release roadmaps.. Develop and maintain BI training materials and knowledge content. Develop tools and methods to enable business access to this content.. Adopt and ensure good BI and data governance across the organisation.. Promote and adhere to master data management principles ensuring data integrity across the BI platform.. Lead and deliver BI training initiatives across Ornua (remote and in person). Understand business risks, issues and interdependencies and how these areas are addressed and/or mitigated by BI and communicate these with business stakeholders during training and knowledge share.. Input to BI deliverables and enhancement prioritization based on business engagement and training feedback and foster collaboration between business leads, business engagement, BPOs and BI team leads.. Become primary point of contact for training and knowledge base questions on BI capabilities, best practice, and processes.. Liaise with the business workstream leads to understand fully the Report and Analytical requirements. Translate these into logical and physical data components.. . . Key requirements. . . Minimum three years’ experience in similar BI analyst, trainer, developer or data analytical role.. Proven training,. Experience with formal training development and training delivery.. Experience in developing and delivering technical or BI training would be a significant advantage.. Technical competence in Microsoft data analytical & BI tools namely Power BI, T-SQL language & SS Reporting Services (SSRS).. While this is not a developer role, experience in BI development methodologies and BI design best practices would be a distinct advantage.. Have good awareness of business processes and how they integrate across the various workstreams i.e., Procurement, Supply Chain, Quality Assurance, Sales and Finance. Experience of working in a formal project management environment.. Strong interpersonal, business engagement and stakeholder management skills.. High level of integrity, passion, self-motivation, and analytical skills. Flexible attitude and willingness to travel.. Methodical and organised approach to problem diagnosis and resolution.. Languages: Fluency in English; secondary language is preferable but not required.. . . Competencies. . . WORKING TOGETHER: Good team player who ensures own team effectiveness, facilitates, and leads cross-functional working with Global ICT team, business users and business management.. OWNERSHIP: Highly motivated and dynamic – ability to work to deadlines and deliver quality work.. COMMUNICATIVE: Strong communication skills, considering impact on the audience and desired outcomes. Ability to present and discuss technical information in a way that establishes rapport, persuades others and gains understanding.. RIGOUR: For complex challenges or new areas, applies effective professional skill, analysis and decision making, and planning and reviewing. . . Job originally posted on GrabJobs. If you need to report this job please contact GrabJobs. Show more"
"Dublin, County Dublin, Ireland","Business Analyst - Contract Dublin 10 Months. My client a leading global name is in urgent need of a talented and experienced Business Analyst to join them on a contract basis for 10 Months.. . My client is looking for you to Gathering, analysing and documenting solution requirements using business analysis techniques to capture both functional and technical requirements. You will be expected to Facilitating requirements gathering workshops of various stakeholder group sizes and leading follow-up activities. You will be Working with client partners to ensure that captured requirements are measurable, testable and have an associated business benefit. You will be Using appropriate techniques and tools to capture 'as is' processes and working with the business and IT stakeholders to define and document 'to be' processes, including proposing process improvements, where appropriate. You will be Developing functional design deliverables, which translate business requirements into intuitive, effective solutions. You will be working effectively with UX designers, data analysts, developers and test teams to ensure requirements are interpreted correctly.. . Successful candidates will have Minimum of 4+ years of commercial experience as a business analyst. You will have proven delivery track record in business type initiatives such as business requirements definition, functional design activities and continuous process improvement. Hands-on experience with various delivery methodologies including waterfall and agile. You will have Previous experience in the Financial Services sector including banking is preferred. This role will be remote however to avail of this you must be based in Ireland. If this sounds of interest drop me a CV so that we can speak in more detail.. . Spring Technology acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer.. . By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explaining how we will use your information is available on our website.. Show more"
"Dublin, County Dublin, Ireland","Business Analyst - Contract Dublin 10 Months. My client a leading global name is in urgent need of a talented and experienced Business Analyst to join them on a contract basis for 10 Months.. . My client is looking for you to Gathering, analysing and documenting solution requirements using business analysis techniques to capture both functional and technical requirements. You will be expected to Facilitating requirements gathering workshops of various stakeholder group sizes and leading follow-up activities. You will be Working with client partners to ensure that captured requirements are measurable, testable and have an associated business benefit. You will be Using appropriate techniques and tools to capture 'as is' processes and working with the business and IT stakeholders to define and document 'to be' processes, including proposing process improvements, where appropriate. You will be Developing functional design deliverables, which translate business requirements into intuitive, effective solutions. You will be working effectively with UX designers, data analysts, developers and test teams to ensure requirements are interpreted correctly.. . Successful candidates will have Minimum of 4+ years of commercial experience as a business analyst. You will have proven delivery track record in business type initiatives such as business requirements definition, functional design activities and continuous process improvement. Hands-on experience with various delivery methodologies including waterfall and agile. You will have Previous experience in the Financial Services sector including banking is preferred. This role will be remote however to avail of this you must be based in Ireland. If this sounds of interest drop me a CV so that we can speak in more detail.. . Spring Technology acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer.. . By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explaining how we will use your information is available on our website.. Show more"
"Dublin, County Dublin, Ireland","The Opportunity. . We are going through a period of rapid growth and the finance team is recruiting and expanding their team to meet these demands and scale for future growth. As part of a large-scale transformation program, we are looking for an experienced and highly motivated person to join eShopWorld as a RPA Developer on a contract basis.. . . . . The successful candidate will be responsible for continuous development of automation projects for different business Units in eShopWorld, supporting process and system definition/design, identifying areas of process & data improvements, working with key stakeholders to understand their specific data requirements and developing the necessary documentation to support the team across these key activities.. . . . . Key Responsibilities. . Regular interaction with stakeholders, analyst and development teams. Designing automation processes as per the operational needs of an organization. Scripting and coding in RPA to resolve automation issues. Reviewing the code and the design and provide expertise in the development, and integration of systems. Configure new automation with efficient and easily understandable automation tools. Mentoring and guiding peers via code reviews, dev sessions and pair-programming. Investigating and documenting better practices/alternative solutions that could be used in future development. Identify and manage re-usable automation objects. Problem solving issues that arise in day to day running of process automations. Ensure delivery of high quality output through unit testing and verification. Documenting the automation procedures and development based activities. . . . . Requirements & Desired Experience. . Bachelor Degree in Business or Management Information Systems or Computer Science. At least 3-5 years of experience in robotics process automation software, preferably UiPath. At least 1 year experience on Alteryx. Desired knowledge in VBA, advanced excel, AI, OCR and other emerging technologies. Highly analytical with strong problem solving and troubleshooting skills. Technical experience; for example with business intelligence platforms database knowledge (i.e. Looker, PowerBI). Experience working in an Agile environment. Excellent facilitation & critical analysis skills. Strong communication & translation of requirements skills.. Process and Data mapping experience. You should want to work in a fast-paced eCommerce business. Ability to influence and manage multiple stakeholders. Excellent operational organisation skills. High level of initiative and desire to get things done. Willingness to introduce change and challenge existing processes and procedures. eCommerce and or logistics industry experience is highly desirable. . . . . About us. . Founded in 2010, eShopWorld powers cross-border ecommerce for the world’s best-known brands, creating safer, simpler, and faster shopping experiences for consumers all around the globe. ESW’s powerful combination of technology and human ingenuity optimizes the entire shopper journey, from site development to demand generation to checkout, through shipping, customer service and returns.. . . . . With configurable end-to-end solutions in more than 200 markets worldwide, we fully manage payments, compliance, data security, fraud protection, taxes and tariffs, helping clients enter new markets in as few as 6 weeks, and dramatically improve results in current markets. Bringing together more than 400 experts across multiple disciplines, the ESW team delivers profitable growth for retailers and brands worldwide. . .  . . Show more"
"Dublin, County Dublin, Ireland","***Agencies welcome*** contact us: jobs@idiro.com. . ﻿. . Idiro Analytics helps companies transform their data into revenue and growth. We operate at the cutting edge of technology delivering advanced analytics solutions including machine learning and AI technologies to help companies understand and predict customer behaviour. . . . . . We are currently looking for a number of data analysts / scientists / engineers to join our growing team.. . We can take people on as contractors or employees, though we have a preference for contractors. Some roles will start in the next month or two, others are expected to start later. . . . . . Requirements. . 2+ years’ experience (ideally more). Strong SQL. Fluent English and good and excellent communication and presentation skills.. We need people with people skills & general cop-on, people who can drop into a project in a new company and get stuck in.. You need to be eligible to work in Ireland, but can be based elsewhere in the EU. . Some specific skills that we’re interested in are Snowflake, Informatica and Qlikview/Qliksense - but don’t worry if they don’t have any of these. . . . . . Working with us. . Idiro is a dynamic technology company and a pioneer in the domain of analytics; by working with Idiro you will be at the cutting edge of machine learning and artificial intelligence (AI).. We are very happy to reward success and so, with Idiro, you will have an opportunity to craft your career in a flexible and supportive environment.. . . . . Please, reply to the Technical Assessment: https://forms.gle/dYCqRLcWLsLm1yYd6 when submitting your CV.. . Show more"
"Dublin, County Dublin, Ireland","Business Analyst - Contract Dublin 10 Months. My client a leading global name is in urgent need of a talented and experienced Business Analyst to join them on a contract basis for 10 Months.. . My client is looking for you to Gathering, analysing and documenting solution requirements using business analysis techniques to capture both functional and technical requirements. You will be expected to Facilitating requirements gathering workshops of various stakeholder group sizes and leading follow-up activities. You will be Working with client partners to ensure that captured requirements are measurable, testable and have an associated business benefit. You will be Using appropriate techniques and tools to capture 'as is' processes and working with the business and IT stakeholders to define and document 'to be' processes, including proposing process improvements, where appropriate. You will be Developing functional design deliverables, which translate business requirements into intuitive, effective solutions. You will be working effectively with UX designers, data analysts, developers and test teams to ensure requirements are interpreted correctly.. . Successful candidates will have Minimum of 4+ years of commercial experience as a business analyst. You will have proven delivery track record in business type initiatives such as business requirements definition, functional design activities and continuous process improvement. Hands-on experience with various delivery methodologies including waterfall and agile. You will have Previous experience in the Financial Services sector including banking is preferred. This role will be remote however to avail of this you must be based in Ireland. If this sounds of interest drop me a CV so that we can speak in more detail.. . Spring Technology acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. The Spring Group UK is an Equal Opportunities Employer.. . By applying for this role your details will be submitted to Spring. Our Candidate Privacy Information Statement explaining how we will use your information is available on our website.. Show more"
